epoch,step,train_loss
1,2840,0.2157
1,2860,0.3438
1,2880,0.0163
1,2900,0.2049
1,2920,0.1919
1,2940,0.1742
1,2960,0.4257
1,2980,0.1894
1,3000,0.4113
1,3020,0.0404
1,3040,0.1409
1,3060,0.6133
1,3080,0.2012
1,3100,0.4484
1,3120,0.2187
1,3140,0.1732
1,3160,0.0954
1,3180,0.2937
1,3200,0.1118
1,3220,0.4621
1,3240,0.3196
1,3260,0.5
1,3280,0.1148
1,3300,0.0446
1,3320,0.6143
1,3340,0.4811
1,3360,0.0947
1,3380,0.4338
1,3400,0.2993
1,3420,0.1134
1,3440,0.0741
1,3460,0.1683
1,3480,0.1238
1,3500,0.3457
1,3520,0.1156
1,3540,0.2724
1,3560,0.2355
1,3580,0.0483
1,3600,0.0671
1,3620,0.6369
1,3640,0.1493
1,3660,0.0248
1,3680,0.1092
1,3700,0.1272
1,3720,0.1589
1,3740,0.1814
1,3760,0.0454
1,3780,0.0687
1,3800,0.0397
1,3820,0.1147
1,3840,0.3077
1,3860,0.075
1,3880,0.2783
1,3900,0.3545
1,3920,0.212
1,3940,0.4258
1,3960,0.0964
1,3980,0.0237
1,4000,0.2164
1,4020,0.2435
1,4040,0.1722
1,4060,0.9194
1,4080,0.1466
1,4100,0.1693
1,4120,0.5287
1,4140,0.7326
1,4160,0.128
1,4180,0.2384
1,4200,0.0441
1,4220,0.1721
1,4240,0.3453
1,4260,0.0164
1,4280,0.1379
1,4300,0.2198
1,4320,0.1766
1,4340,0.0716
1,4360,0.5956
1,4380,0.0439
1,4400,0.0789
1,4420,0.2681
1,4440,0.4303
1,4460,0.1501
1,4480,0.042
1,4500,0.0586
1,4520,0.0528
1,4540,0.0833
1,4560,0.0404
1,4580,0.0858
1,4600,0.0581
1,4620,0.1405
1,4640,0.2292
1,4660,0.0472
1,4680,0.2116
1,4700,0.3371
1,4720,0.0901
1,4740,0.4724
1,4760,0.1267
1,4780,0.0632
1,4800,0.1622
1,4820,0.0891
1,4840,0.3539
1,4860,0.1851
1,4880,0.0828
1,4900,0.039
1,4920,0.1469
1,4940,0.564
1,4960,0.0664
1,4980,0.2072
1,5000,0.0737
1,5020,0.4484
1,5040,0.4619
1,5060,0.0643
1,5080,0.3205
1,5100,0.0886
1,5120,0.1635
1,5140,0.2288
1,5160,0.0184
1,5180,0.1334
1,5200,0.5594
1,5220,0.1613
1,5240,0.1857
1,5260,0.2675
1,5280,0.0944
1,5300,0.4242
1,5320,0.232
1,5340,0.2176
1,5360,0.0842
1,5380,0.2778
1,5400,0.1532
1,5420,0.237
1,5440,0.0381
1,5460,0.2246
1,5480,0.0114
1,5500,0.5478
1,5520,0.4124
1,5540,0.0239
1,5560,0.2036
1,5580,0.1675
1,5600,0.2318
1,5620,0.2469
1,5640,0.0174
1,5660,0.0424
1,5680,0.2699
1,5700,0.2627
1,5720,0.0972
1,5740,0.0553
1,5760,0.422
1,5780,0.1664
1,5800,0.0602
1,5820,0.206
1,5840,0.1728
1,5860,0.1044
1,5880,0.4641
1,5900,0.3405
1,5920,0.0216
1,5940,0.0366
1,5960,0.1985
1,5980,0.1379
1,6000,0.1857
1,6020,0.0417
1,6040,0.0603
1,6060,0.0336
1,6080,0.3118
1,6100,0.0321
1,6120,0.1697
1,6140,0.0197
1,6160,0.0318
1,6180,0.5569
1,6200,0.0154
1,6220,0.3232
1,6240,0.0148
1,6260,0.3211
1,6280,0.3173
1,6300,0.0726
1,6320,0.128
1,6340,0.0789
1,6360,0.0789
1,6380,0.0917
1,6400,0.5125
1,6420,0.316
1,6440,0.0435
1,6460,0.3109
1,6480,0.2031
1,6500,0.0913
1,6520,0.1846
1,6540,0.2843
1,6560,0.5236
1,6580,0.3396
1,6600,0.0486
1,6620,0.2532
1,6640,0.1817
1,6660,0.1462
1,6680,0.047
1,6700,0.4238
1,6720,0.1141
1,6740,0.1701
1,6760,0.1717
1,6780,0.1456
1,6800,0.0171
1,6820,0.2471
1,6840,0.1523
1,6860,0.118
1,6880,0.1284
1,6900,0.0317
1,6920,0.1672
1,6940,0.0545
1,6960,0.2955
1,6980,0.1345
1,7000,0.1592
1,7020,0.2037
1,7040,0.2661
1,7060,0.104
1,7080,0.0764
1,7100,0.2517
1,7120,0.187
1,7140,0.107
1,7160,0.3297
1,7180,0.3786
1,7200,0.4321
1,7220,0.2211
1,7240,0.1771
1,7260,0.3766
1,7280,0.0388
1,7300,0.0553
1,7320,0.0758
1,7340,0.1319
1,7360,0.0147
1,7380,0.0911
1,7400,0.3477
1,7420,0.0386
1,7440,0.2354
1,7460,0.1059
1,7480,0.1131
1,7500,0.1946
2,20,0.0211
2,40,0.075
2,60,0.0879
2,80,0.2701
2,100,0.0518
2,120,0.189
2,140,0.4238
2,160,0.0454
2,180,0.0564
2,200,0.4806
2,220,0.0146
2,240,0.2656
2,260,0.0488
2,280,0.0403
2,300,0.0227
2,320,0.0117
2,340,0.4427
2,360,0.0956
2,380,0.3544
2,400,0.0396
2,420,0.0581
2,440,0.0746
2,460,0.3863
2,480,0.012
2,500,0.2358
2,520,0.0114
2,540,0.1771
2,560,0.1845
2,580,0.0555
2,600,0.0229
2,620,0.087
2,640,0.1828
2,660,0.1927
2,680,0.0832
2,700,0.0651
2,720,0.1962
2,740,0.1902
2,760,0.1178
2,780,0.0128
2,800,0.0376
2,820,0.1883
2,840,0.0142
2,860,0.0226
2,880,0.2602
2,900,0.0194
2,920,0.1006
2,940,0.0816
2,960,0.1141
2,980,0.0162
2,1000,0.127
2,1020,0.3112
2,1040,0.2528
2,1060,0.2044
2,1080,0.1466
2,1100,0.041
2,1120,0.1335
2,1140,0.0113
2,1160,0.0248
2,1180,0.017
2,1200,0.2717
2,1220,0.2064
2,1240,0.0773
2,1260,0.0423
2,1280,0.0514
2,1300,0.4337
2,1320,0.1714
2,1340,0.0891
2,1360,0.0851
2,1380,0.1193
2,1400,0.0244
2,1420,0.0636
2,1440,0.1467
2,1460,0.1423
2,1480,0.0387
2,1500,0.1658
2,1520,0.2468
2,1540,0.2131
2,1560,0.3333
2,1580,0.0374
2,1600,0.0677
2,1620,0.0233
2,1640,0.0154
2,1660,0.0172
2,1680,0.3865
2,1700,0.5003
2,1720,0.2223
2,1740,0.081
2,1760,0.4664
2,1780,0.3102
2,1800,0.4707
2,1820,0.0401
2,1840,0.3797
2,1860,0.2076
2,1880,0.0258
2,1900,0.1321
2,1920,0.2093
2,1940,0.0351
2,1960,0.2095
2,1980,0.2165
2,2000,0.1044
2,2020,0.047
2,2040,0.0815
2,2060,0.1793
2,2080,0.3396
2,2100,0.0313
2,2120,0.269
2,2140,0.0295
2,2160,0.2674
2,2180,0.0626
2,2200,0.0062
2,2220,0.0177
2,2240,0.0704
2,2260,0.2283
2,2280,0.0215
2,2300,0.057
2,2320,0.1307
2,2340,0.1135
2,2360,0.0627
2,2380,0.0584
2,2400,0.0552
2,2420,0.0617
2,2440,0.2228
2,2460,0.0084
2,2480,0.0098
2,2500,0.0164
2,2520,0.106
2,2540,0.159
2,2560,0.0299
2,2580,0.0727
2,2600,0.1866
2,2620,0.3362
2,2640,0.0141
2,2660,0.3918
2,2680,0.0293
2,2700,0.1412
2,2720,0.2541
2,2740,0.2193
2,2760,0.034
2,2780,0.0166
2,2800,0.0633
2,2820,0.3853
2,2840,0.1321
2,2860,0.0208
2,2880,0.2381
2,2900,0.0221
2,2920,0.568
2,2940,0.087
2,2960,0.2333
2,2980,0.089
2,3000,0.033
2,3020,0.2533
2,3040,0.1048
2,3060,0.0163
2,3080,0.0071
2,3100,0.1433
2,3120,0.0102
2,3140,0.063
2,3160,0.3089
2,3180,0.0869
2,3200,0.2914
2,3220,0.0496
2,3240,0.5071
2,3260,0.0894
2,3280,0.1993
2,3300,0.0201
2,3320,0.0869
2,3340,0.1994
2,3360,0.0497
2,3380,0.0309
2,3400,0.1638
2,3420,0.0974
2,3440,0.0189
2,3460,0.0486
2,3480,0.0802
2,3500,0.2025
2,3520,0.0321
2,3540,0.174
2,3560,0.0181
2,3580,0.0517
2,3600,0.0532
2,3620,0.0315
2,3640,0.2566
2,3660,0.0373
2,3680,0.3404
2,3700,0.0811
2,3720,0.1221
2,3740,0.078
2,3760,0.0544
2,3780,0.2663
2,3800,0.2491
2,3820,0.0484
2,3840,0.0138
2,3860,0.0406
2,3880,0.4103
2,3900,0.0681
2,3920,0.4228
2,3940,0.1
2,3960,0.0426
2,3980,0.1965
2,4000,0.2596
2,4020,0.1174
2,4040,0.0522
2,4060,0.0779
2,4080,0.1133
2,4100,0.0101
2,4120,0.3423
2,4140,0.0178
2,4160,0.0972
2,4180,0.157
2,4200,0.2752
2,4220,0.0851
2,4240,0.1232
2,4260,0.2558
2,4280,0.6586
2,4300,0.1085
2,4320,0.0408
2,4340,0.2866
2,4360,0.1057
2,4380,0.5206
2,4400,0.1101
2,4420,0.0725
2,4440,0.0978
2,4460,0.333
2,4480,0.1183
2,4500,0.3505
2,4520,0.1205
2,4540,0.0346
2,4560,0.0153
2,4580,0.0095
2,4600,0.0107
2,4620,0.0173
2,4640,0.1428
2,4660,0.0331
2,4680,0.2052
2,4700,0.2417
2,4720,0.316
2,4740,0.0462
2,4760,0.2349
2,4780,0.208
2,4800,0.2277
2,4820,0.0111
2,4840,0.2187
2,4860,0.09
2,4880,0.0419
2,4900,0.1475
2,4920,0.0452
2,4940,0.16
2,4960,0.2678
2,4980,0.2544
2,5000,0.26
2,5020,0.4769
2,5040,0.0139
2,5060,0.1418
2,5080,0.0442
2,5100,0.007
2,5120,0.1556
2,5140,0.0266
2,5160,0.0186
2,5180,0.0551
2,5200,0.0685
2,5220,0.0116
2,5240,0.1082
2,5260,0.021
2,5280,0.1371
2,5300,0.014
2,5320,0.0535
2,5340,0.0307
2,5360,0.2187
2,5380,0.0454
2,5400,0.2465
2,5420,0.0694
2,5440,0.1375
2,5460,0.2614
2,5480,0.0771
2,5500,0.2667
2,5520,0.0455
2,5540,0.3069
2,5560,0.0185
2,5580,0.238
2,5600,0.0085
2,5620,0.0209
2,5640,0.0879
2,5660,0.0493
2,5680,0.1746
2,5700,0.1708
2,5720,0.0128
2,5740,0.0173
2,5760,0.1183
2,5780,0.0356
2,5800,0.0198
2,5820,0.069
2,5840,0.0458
2,5860,0.0161
2,5880,0.0446
2,5900,0.0775
2,5920,0.0162
2,5940,0.3581
2,5960,0.1676
2,5980,0.0261
2,6000,0.1575
2,6020,0.122
2,6040,0.0534
2,6060,0.0085
2,6080,0.0061
2,6100,0.0086
2,6120,0.1096
2,6140,0.0453
2,6160,0.3049
2,6180,0.0544
2,6200,0.4434
2,6220,0.4204
2,6240,0.3584
2,6260,0.0415
2,6280,0.0747
2,6300,0.1446
2,6320,0.0323
2,6340,0.1484
2,6360,0.1899
2,6380,0.1534
2,6400,0.0158
2,6420,0.084
2,6440,0.0117
2,6460,0.0211
2,6480,0.1551
2,6500,0.0772
2,6520,0.2253
2,6540,0.0087
2,6560,0.0749
2,6580,0.0068
2,6600,0.4944
2,6620,0.016
2,6640,0.1701
2,6660,0.1238
2,6680,0.029
2,6700,0.1813
2,6720,0.0152
2,6740,0.2144
2,6760,0.2073
2,6780,0.0303
2,6800,0.0492
2,6820,0.1116
2,6840,0.0171
2,6860,0.1882
2,6880,0.2258
2,6900,0.0156
2,6920,0.4054
2,6940,0.0618
2,6960,0.1569
2,6980,0.1813
2,7000,0.0763
2,7020,0.3123
2,7040,0.0455
2,7060,0.0445
2,7080,0.2657
2,7100,0.0232
2,7120,0.0907
2,7140,0.1874
2,7160,0.0435
2,7180,0.1716
2,7200,0.1
2,7220,0.1948
2,7240,0.0879
2,7260,0.1577
2,7280,0.0474
2,7300,0.0257
2,7320,0.2788
2,7340,0.0495
2,7360,0.1098
2,7380,0.2273
2,7400,0.0271
2,7420,0.019
2,7440,0.0726
2,7460,0.1219
2,7480,0.083
2,7500,0.2136
3,20,0.0646
3,40,0.0207
3,60,0.091
3,80,0.0068
3,100,0.0176
3,120,0.0049
3,140,0.0407
3,160,0.2137
3,180,0.0107
3,200,0.1254
3,220,0.0042
3,240,0.0489
3,260,0.0518
3,280,0.1091
3,300,0.0037
3,320,0.0303
3,340,0.0983
3,360,0.1909
3,380,0.2698
3,400,0.0157
3,420,0.1539
3,440,0.0041
3,460,0.009
3,480,0.0457
3,500,0.152
3,520,0.0152
3,540,0.016
3,560,0.023
3,580,0.08
3,600,0.0506
3,620,0.009
3,640,0.0085
3,660,0.0034
3,680,0.1094
3,700,0.0398
3,720,0.0437
3,740,0.0351
3,760,0.021
3,780,0.0122
3,800,0.1287
3,820,0.0481
3,840,0.0928
3,860,0.0473
3,880,0.0081
3,900,0.0168
3,920,0.5047
3,940,0.0047
3,960,0.0276
3,980,0.0423
3,1000,0.0086
3,1020,0.0111
3,1040,0.0388
3,1060,0.0098
3,1080,0.0892
3,1100,0.0066
3,1120,0.0293
3,1140,0.0419
3,1160,0.0278
3,1180,0.0681
3,1200,0.0142
3,1220,0.0298
3,1240,0.0362
3,1260,0.1863
3,1280,0.0465
3,1300,0.0782
3,1320,0.0267
3,1340,0.026
3,1360,0.085
3,1380,0.017
3,1400,0.0024
3,1420,0.0427
3,1440,0.1329
3,1460,0.1135
3,1480,0.0295
3,1500,0.0268
3,1520,0.1122
3,1540,0.0795
3,1560,0.0875
3,1580,0.0141
3,1600,0.0463
3,1620,0.1402
3,1640,0.0395
3,1660,0.1705
3,1680,0.3171
3,1700,0.01
3,1720,0.018
3,1740,0.0631
3,1760,0.0422
3,1780,0.3015
3,1800,0.01
3,1820,0.0742
3,1840,0.0503
3,1860,0.0261
3,1880,0.1606
3,1900,0.3659
3,1920,0.0015
3,1940,0.0423
3,1960,0.0112
3,1980,0.1118
3,2000,0.0399
3,2020,0.0118
3,2040,0.1065
3,2060,0.0167
3,2080,0.0585
3,2100,0.1127
3,2120,0.1286
3,2140,0.0235
3,2160,0.054
3,2180,0.1521
3,2200,0.0504
3,2220,0.0068
3,2240,0.0418
3,2260,0.0185
3,2280,0.0657
3,2300,0.0493
3,2320,0.0177
3,2340,0.0025
3,2360,0.0448
3,2380,0.0241
3,2400,0.0136
3,2420,0.0103
3,2440,0.2292
3,2460,0.5756
3,2480,0.0874
3,2500,0.0128
3,2520,0.0747
3,2540,0.0129
3,2560,0.0988
3,2580,0.2238
3,2600,0.2057
3,2620,0.1581
3,2640,0.0181
3,2660,0.0185
3,2680,0.5979
3,2700,0.0065
3,2720,0.0749
3,2740,0.0213
3,2760,0.0421
3,2780,0.0149
3,2800,0.0117
3,2820,0.0418
3,2840,0.0097
3,2860,0.0211
3,2880,0.005
3,2900,0.057
3,2920,0.0291
3,2940,0.024
3,2960,0.2371
3,2980,0.0152
3,3000,0.5218
3,3020,0.0238
3,3040,0.0078
3,3060,0.0049
3,3080,0.0067
3,3100,0.1229
3,3120,0.0263
3,3140,0.2868
3,3160,0.1817
3,3180,0.1564
3,3200,0.0082
3,3220,0.0273
3,3240,0.0564
3,3260,0.0066
3,3280,0.232
3,3300,0.0037
3,3320,0.0713
3,3340,0.1332
3,3360,0.3
3,3380,0.0069
3,3400,0.0029
3,3420,0.1701
3,3440,0.0668
3,3460,0.2891
3,3480,0.2251
3,3500,0.0687
3,3520,0.138
3,3540,0.0185
3,3560,0.0069
3,3580,0.1297
3,3600,0.0101
3,3620,0.0645
3,3640,0.0143
3,3660,0.0251
3,3680,0.2125
3,3700,0.0701
3,3720,0.0096
3,3740,0.0126
3,3760,0.0553
3,3780,0.1815
3,3800,0.1056
3,3820,0.0676
3,3840,0.063
3,3860,0.0071
3,3880,0.0095
3,3900,0.1072
3,3920,0.1412
3,3940,0.0644
3,3960,0.1753
3,3980,0.0055
3,4000,0.1288
3,4020,0.0916
3,4040,0.0458
3,4060,0.0196
3,4080,0.0038
3,4100,0.0078
3,4120,0.1708
3,4140,0.125
3,4160,0.0953
3,4180,0.0571
3,4200,0.0018
3,4220,0.0331
3,4240,0.5608
3,4260,0.0934
3,4280,0.0183
3,4300,0.0074
3,4320,0.0591
3,4340,0.0248
3,4360,0.0032
3,4380,0.1317
3,4400,0.0598
3,4420,0.0142
3,4440,0.4373
3,4460,0.1527
3,4480,0.0267
3,4500,0.1355
3,4520,0.1564
3,4540,0.3573
3,4560,0.1424
3,4580,0.0145
3,4600,0.2704
3,4620,0.0476
3,4640,0.04
3,4660,0.0135
3,4680,0.0187
3,4700,0.4119
3,4720,0.4252
3,4740,0.1919
3,4760,0.0128
3,4780,0.0128
3,4800,0.2883
3,4820,0.1663
3,4840,0.1044
3,4860,0.146
3,4880,0.0756
3,4900,0.0158
3,4920,0.015
3,4940,0.0766
3,4960,0.0127
3,4980,0.0066
3,5000,0.0055
3,5020,0.1667
3,5040,0.0864
3,5060,0.03
3,5080,0.2827
3,5100,0.0382
3,5120,0.0697
3,5140,0.0177
3,5160,0.0161
3,5180,0.0235
3,5200,0.0266
3,5220,0.1653
3,5240,0.0615
3,5260,0.0071
3,5280,0.0117
3,5300,0.207
3,5320,0.0643
3,5340,0.0264
3,5360,0.0066
3,5380,0.041
3,5400,0.071
3,5420,0.0212
3,5440,0.0368
3,5460,0.0105
3,5480,0.0076
3,5500,0.1474
3,5520,0.0255
3,5540,0.0241
3,5560,0.0781
3,5580,0.0205
3,5600,0.0152
3,5620,0.3056
3,5640,0.3309
3,5660,0.2012
3,5680,0.0106
3,5700,0.0097
3,5720,0.1219
3,5740,0.0192
3,5760,0.0401
3,5780,0.0186
3,5800,0.04
3,5820,0.0623
3,5840,0.0013
3,5860,0.0085
3,5880,0.0178
3,5900,0.0041
3,5920,0.015
3,5940,0.1032
3,5960,0.0113
3,5980,0.1769
3,6000,0.2659
3,6020,0.2514
3,6040,0.209
3,6060,0.2727
3,6080,0.0296
3,6100,0.0741
3,6120,0.0133
3,6140,0.0022
3,6160,0.1737
3,6180,0.0158
3,6200,0.0243
3,6220,0.0105
3,6240,0.0314
3,6260,0.0078
3,6280,0.0297
3,6300,0.0268
3,6320,0.0539
3,6340,0.3348
3,6360,0.015
3,6380,0.1647
3,6400,0.3593
3,6420,0.0601
3,6440,0.0148
3,6460,0.0224
3,6480,0.3861
3,6500,0.0987
3,6520,0.0213
3,6540,0.0638
3,6560,0.038
3,6580,0.1445
3,6600,0.0728
3,6620,0.009
3,6640,0.1897
3,6660,0.0051
3,6680,0.3762
3,6700,0.0221
3,6720,0.0096
3,6740,0.0102
3,6760,0.0568
3,6780,0.0302
3,6800,0.0028
3,6820,0.5677
3,6840,0.0021
3,6860,0.1159
3,6880,0.3954
3,6900,0.0083
3,6920,0.0075
3,6940,0.176
3,6960,0.0093
3,6980,0.013
3,7000,0.0905
3,7020,0.0969
3,7040,0.0403
3,7060,0.0021
3,7080,0.0118
3,7100,0.0456
3,7120,0.06
3,7140,0.1209
3,7160,0.0063
3,7180,0.048
3,7200,0.0042
3,7220,0.0015
3,7240,0.1546
3,7260,0.0645
3,7280,0.0515
3,7300,0.0131
3,7320,0.0441
3,7340,0.023
3,7360,0.1611
3,7380,0.1049
3,7400,0.015
3,7420,0.2058
3,7440,0.0215
3,7460,0.0169
3,7480,0.5382
3,7500,0.0211
