epoch,step,train_loss
1,5660,1.0951
1,5680,1.2768
1,5700,0.9569
1,5720,1.1166
1,5740,1.1613
1,5760,1.1089
1,5780,0.9101
1,5800,1.1075
1,5820,0.9649
1,5840,1.012
1,5860,1.2935
1,5880,0.9358
1,5900,1.1301
1,5920,1.2066
1,5940,1.1085
1,5960,1.1664
1,5980,1.1685
1,6000,1.1815
1,6020,1.149
1,6040,1.0885
1,6060,1.0832
1,6080,1.1459
1,6100,1.184
1,6120,1.1144
1,6140,1.1052
1,6160,1.0407
1,6180,1.2698
1,6200,1.0544
1,6220,1.0845
1,6240,0.9582
1,6260,0.9984
1,6280,1.0225
1,6300,1.2115
1,6320,1.2595
1,6340,0.9674
1,6360,1.088
1,6380,1.1567
1,6400,1.1224
1,6420,0.9612
1,6440,1.074
1,6460,1.113
1,6480,1.2706
1,6500,1.1464
1,6520,1.0723
1,6540,1.1242
1,6560,1.0441
1,6580,1.2363
1,6600,1.1404
1,6620,1.1604
1,6640,1.0989
1,6660,1.0406
1,6680,1.2964
1,6700,1.0407
1,6720,1.0004
1,6740,1.1288
1,6760,1.0004
1,6780,1.0357
1,6800,1.1417
1,6820,1.1366
1,6840,1.0451
1,6860,1.0357
1,6880,1.0831
1,6900,1.1146
1,6920,1.2284
1,6940,0.9072
1,6960,0.9834
1,6980,0.896
1,7000,1.0616
1,7020,1.064
1,7040,1.0974
1,7060,1.1636
1,7080,1.1066
1,7100,1.1074
1,7120,1.0194
1,7140,1.184
1,7160,1.189
1,7180,1.1127
1,7200,1.0469
1,7220,1.1831
1,7240,1.1296
1,7260,1.1039
1,7280,1.1518
1,7300,1.0911
1,7320,0.9083
1,7340,0.9559
1,7360,1.0824
1,7380,1.0566
1,7400,1.037
1,7420,1.1872
1,7440,1.2515
1,7460,0.909
1,7480,0.9744
1,7500,0.9895
2,20,1.0576
2,40,1.0397
2,60,1.1691
2,80,1.3286
2,100,1.1807
2,120,0.9563
2,140,1.0732
2,160,1.0743
2,180,1.0732
2,200,0.8741
2,220,1.2702
2,240,1.0902
2,260,1.1875
2,280,1.1173
2,300,0.8926
2,320,1.1676
2,340,1.064
2,360,0.9809
2,380,0.8915
2,400,1.0107
2,420,1.0298
2,440,1.0232
2,460,1.0147
2,480,1.0087
2,500,1.2136
2,520,1.2477
2,540,1.1587
2,560,1.1787
2,580,1.1376
2,600,1.0254
2,620,0.908
2,640,0.8729
2,660,1.0692
2,680,1.0392
2,700,1.1049
2,720,1.0395
2,740,1.1582
2,760,1.1127
2,780,1.1257
2,800,1.1015
2,820,1.1005
2,840,0.9357
2,860,1.1077
2,880,1.1032
2,900,1.07
2,920,0.9565
2,940,1.0362
2,960,1.0511
2,980,1.1496
2,1000,0.9402
2,1020,1.1165
2,1040,1.0252
2,1060,1.0618
2,1080,0.9355
2,1100,0.9894
2,1120,1.0852
2,1140,1.0503
2,1160,0.8879
2,1180,1.1006
2,1200,1.0297
2,1220,1.0057
2,1240,1.0057
2,1260,0.951
2,1280,1.0785
2,1300,1.0638
2,1320,1.1847
2,1340,1.0766
2,1360,0.9136
2,1380,1.1862
2,1400,1.0007
2,1420,0.929
2,1440,1.0273
2,1460,0.7935
2,1480,0.9372
2,1500,0.9904
2,1520,1.0511
2,1540,1.0807
2,1560,0.918
2,1580,1.0199
2,1600,1.051
2,1620,1.0415
2,1640,0.9309
2,1660,1.1095
2,1680,0.8557
2,1700,0.9735
2,1720,0.9982
2,1740,1.0025
2,1760,0.961
2,1780,1.0651
2,1800,0.8695
2,1820,1.0366
2,1840,1.1592
2,1860,1.0291
2,1880,1.0538
2,1900,1.0133
2,1920,1.1964
2,1940,0.9064
2,1960,0.8977
2,1980,0.921
2,2000,1.0965
2,2020,1.023
2,2040,1.0485
2,2060,1.0282
2,2080,0.929
2,2100,0.8376
2,2120,0.9899
2,2140,0.9563
2,2160,0.8624
2,2180,0.9226
2,2200,0.9463
2,2220,1.0468
2,2240,0.914
2,2260,0.949
2,2280,1.1624
2,2300,0.9926
2,2320,1.0501
2,2340,1.1071
2,2360,0.8552
2,2380,1.0619
2,2400,0.9982
2,2420,1.3296
2,2440,1.1411
2,2460,1.0982
2,2480,0.9857
2,2500,0.9596
2,2520,1.02
2,2540,0.8028
2,2560,1.1049
2,2580,1.0062
2,2600,0.9039
2,2620,1.024
2,2640,1.0685
2,2660,0.958
2,2680,0.9876
2,2700,1.0334
2,2720,1.0164
2,2740,0.9748
2,2760,1.0065
2,2780,0.9551
2,2800,1.1651
2,2820,1.054
2,2840,1.0559
2,2860,1.0906
2,2880,1.1187
2,2900,0.9503
2,2920,1.2779
2,2940,1.0967
2,2960,0.9707
2,2980,1.1903
2,3000,0.8451
2,3020,1.0994
2,3040,1.1954
2,3060,0.9565
2,3080,1.098
2,3100,0.9294
2,3120,1.0675
2,3140,1.0161
2,3160,0.8319
2,3180,0.8243
2,3200,0.9434
2,3220,1.032
2,3240,1.0462
2,3260,0.967
2,3280,0.9657
2,3300,1.1427
2,3320,1.1461
2,3340,1.1281
2,3360,1.0445
2,3380,0.9861
2,3400,0.9323
2,3420,0.8353
2,3440,1.0378
2,3460,1.054
2,3480,1.0711
2,3500,1.0449
2,3520,0.9957
2,3540,0.874
2,3560,1.1793
2,3580,0.9835
2,3600,0.9609
2,3620,1.08
2,3640,1.0112
2,3660,0.9635
2,3680,1.0283
2,3700,0.7469
2,3720,1.1242
2,3740,1.043
2,3760,0.9379
2,3780,1.244
2,3800,0.9419
2,3820,1.0193
2,3840,1.0826
2,3860,1.0667
2,3880,0.8909
2,3900,0.96
2,3920,0.9683
2,3940,0.8495
2,3960,1.1161
2,3980,1.0915
2,4000,1.0389
2,4020,0.9822
2,4040,0.9355
2,4060,0.909
2,4080,1.0572
2,4100,1.029
2,4120,1.0318
2,4140,1.0178
2,4160,1.2018
2,4180,1.1884
2,4200,0.8536
2,4220,0.9118
2,4240,1.094
2,4260,1.0649
2,4280,0.8941
2,4300,0.9361
2,4320,0.9332
2,4340,0.9957
2,4360,0.9859
2,4380,1.0318
2,4400,1.0283
2,4420,0.8815
2,4440,0.7029
2,4460,1.0286
2,4480,0.8838
2,4500,1.0545
2,4520,1.1028
2,4540,1.0949
2,4560,0.9839
2,4580,0.9644
2,4600,0.9515
2,4620,0.9138
2,4640,1.0454
2,4660,1.0182
2,4680,1.0076
2,4700,1.0284
2,4720,1.2339
2,4740,0.9738
2,4760,0.9133
2,4780,0.8683
2,4800,0.9423
2,4820,0.814
2,4840,0.9086
2,4860,0.9025
2,4880,0.9119
2,4900,0.9988
2,4920,1.0568
2,4940,0.9848
2,4960,0.9756
2,4980,0.8851
2,5000,0.9973
2,5020,1.0713
2,5040,1.0161
2,5060,1.0321
2,5080,1.0622
2,5100,1.1365
2,5120,0.9744
2,5140,0.9034
2,5160,0.9724
2,5180,1.101
2,5200,1.0455
2,5220,0.8608
2,5240,1.0402
2,5260,1.1852
2,5280,0.8844
2,5300,0.7495
2,5320,0.9283
2,5340,0.8305
2,5360,0.967
2,5380,0.9182
2,5400,1.0649
2,5420,0.9719
2,5440,1.0312
2,5460,0.9933
2,5480,1.1591
2,5500,0.9583
2,5520,0.9697
2,5540,0.9322
2,5560,1.0378
2,5580,0.8067
2,5600,1.0327
2,5620,0.8672
2,5640,0.9885
2,5660,0.9979
2,5680,0.9817
2,5700,0.8932
2,5720,0.9703
2,5740,0.836
2,5760,1.0379
2,5780,0.9609
2,5800,0.7037
2,5820,0.9364
2,5840,0.9759
2,5860,0.9808
2,5880,1.0045
2,5900,0.9893
2,5920,0.8437
2,5940,0.7887
2,5960,0.82
2,5980,0.8937
2,6000,0.9592
2,6020,1.0398
2,6040,1.0074
2,6060,0.9337
2,6080,0.8309
2,6100,0.9469
2,6120,0.8488
2,6140,0.944
2,6160,0.8761
2,6180,0.8524
2,6200,1.0813
2,6220,0.9547
2,6240,0.8659
2,6260,0.814
2,6280,0.8856
2,6300,0.9048
2,6320,1.1072
2,6340,0.9083
2,6360,0.8905
2,6380,0.9664
2,6400,1.0389
2,6420,0.744
2,6440,0.8889
2,6460,0.9879
2,6480,1.0087
2,6500,0.8523
2,6520,0.8743
2,6540,1.004
2,6560,0.8547
2,6580,0.936
2,6600,1.0438
2,6620,1.0187
2,6640,1.0161
2,6660,0.8482
2,6680,0.9262
2,6700,1.0045
2,6720,0.9362
2,6740,0.9552
2,6760,0.9667
2,6780,0.8873
2,6800,1.0643
2,6820,1.0962
2,6840,1.1288
2,6860,0.9767
2,6880,1.0184
2,6900,0.9729
2,6920,0.8778
2,6940,1.0588
2,6960,0.9053
2,6980,0.8134
2,7000,0.9952
2,7020,0.9157
2,7040,0.8696
2,7060,0.9281
2,7080,0.9033
2,7100,1.0026
2,7120,0.9891
2,7140,0.8993
2,7160,0.9653
2,7180,0.9656
2,7200,0.7532
2,7220,0.9237
2,7240,0.8113
2,7260,0.8414
2,7280,1.1288
2,7300,0.8557
2,7320,0.7915
2,7340,1.0568
2,7360,1.0378
2,7380,0.9414
2,7400,0.9706
2,7420,0.9132
2,7440,0.8747
2,7460,0.9818
2,7480,0.9041
2,7500,0.8604
3,20,1.1432
3,40,0.9261
3,60,1.0896
3,80,0.9319
3,100,0.707
3,120,1.0017
3,140,0.9768
3,160,0.7776
3,180,1.0264
3,200,0.7635
3,220,0.8781
3,240,0.8164
3,260,0.7136
3,280,0.9173
3,300,0.9397
3,320,0.8671
3,340,1.0004
3,360,0.6635
3,380,0.9676
3,400,1.1508
3,420,1.0535
3,440,0.8576
3,460,0.8614
3,480,0.9947
3,500,0.8236
3,520,0.7701
3,540,0.9483
3,560,0.9857
3,580,0.8834
3,600,1.0466
3,620,0.9094
3,640,0.9156
3,660,1.0035
3,680,0.915
3,700,0.9137
3,720,0.9481
3,740,1.0098
3,760,1.0092
3,780,0.9442
3,800,1.0154
3,820,0.7578
3,840,1.1942
3,860,1.0344
3,880,0.9994
3,900,1.1656
3,920,0.9443
3,940,0.8338
3,960,0.7938
3,980,1.0119
3,1000,1.1223
3,1020,0.8548
3,1040,0.9277
3,1060,0.8674
3,1080,1.0589
3,1100,0.8313
3,1120,0.9366
3,1140,0.9679
3,1160,0.9325
3,1180,1.0449
3,1200,0.8437
3,1220,1.059
3,1240,0.8208
3,1260,0.7844
3,1280,0.9684
3,1300,1.189
3,1320,0.9031
3,1340,0.9631
3,1360,0.7496
3,1380,0.9603
3,1400,1.1308
3,1420,0.7675
3,1440,0.9704
3,1460,0.9651
3,1480,0.9117
3,1500,0.5988
3,1520,0.8727
3,1540,0.7994
3,1560,0.8245
3,1580,1.0525
3,1600,0.9389
3,1620,0.982
3,1640,0.9487
3,1660,0.9115
3,1680,1.1078
3,1700,0.763
3,1720,0.9273
3,1740,0.9283
3,1760,1.0126
3,1780,0.8692
3,1800,0.8406
3,1820,0.7687
3,1840,0.6583
3,1860,0.9789
3,1880,0.8081
3,1900,0.8405
3,1920,0.98
3,1940,0.9877
3,1960,1.0298
3,1980,0.8977
3,2000,0.8624
3,2020,0.9422
3,2040,0.6635
3,2060,0.9233
3,2080,1.0221
3,2100,0.9146
3,2120,0.7835
3,2140,0.896
3,2160,0.897
3,2180,1.0387
3,2200,0.8058
3,2220,0.9381
3,2240,0.7562
3,2260,0.8056
3,2280,0.9221
3,2300,0.9515
3,2320,1.1501
3,2340,0.7805
3,2360,0.8601
3,2380,0.95
3,2400,0.9336
3,2420,1.0162
3,2440,0.9127
3,2460,0.7806
3,2480,0.8737
3,2500,0.9821
3,2520,1.0177
3,2540,0.9647
3,2560,0.8079
3,2580,0.9679
3,2600,0.8152
3,2620,0.9163
3,2640,0.7623
3,2660,1.0124
3,2680,0.9562
3,2700,0.7958
3,2720,0.8397
3,2740,0.7968
3,2760,0.9962
3,2780,0.7859
3,2800,0.8682
3,2820,0.9474
3,2840,0.8827
3,2860,1.0176
3,2880,0.8922
3,2900,0.8128
3,2920,0.9694
3,2940,0.9009
3,2960,0.833
3,2980,0.9554
3,3000,0.8911
3,3020,0.8524
3,3040,0.921
3,3060,0.9875
3,3080,0.9543
3,3100,0.8243
3,3120,0.7044
3,3140,0.8341
3,3160,0.7132
3,3180,0.8304
3,3200,0.7818
3,3220,0.8521
3,3240,0.9372
3,3260,0.8756
3,3280,0.8108
3,3300,0.8154
3,3320,0.9254
3,3340,0.908
3,3360,0.9519
3,3380,0.869
3,3400,0.9046
3,3420,1.0467
3,3440,0.9631
3,3460,0.8498
3,3480,1.0056
3,3500,0.9471
3,3520,0.9662
3,3540,0.7574
3,3560,0.7668
3,3580,0.9409
3,3600,0.9254
3,3620,0.9917
3,3640,0.8807
3,3660,0.9257
3,3680,0.8659
3,3700,0.8197
3,3720,0.8026
3,3740,0.8266
3,3760,1.1062
3,3780,0.8377
3,3800,0.7431
3,3820,0.8979
3,3840,0.9989
3,3860,0.8564
3,3880,0.7415
3,3900,0.7297
3,3920,0.9153
3,3940,0.7522
3,3960,0.931
3,3980,0.8549
3,4000,0.8368
3,4020,0.9001
3,4040,0.7924
3,4060,0.9022
3,4080,0.6494
3,4100,0.8812
3,4120,1.0057
3,4140,0.812
3,4160,0.7945
3,4180,0.9331
3,4200,0.9895
3,4220,0.8318
3,4240,1.1321
3,4260,0.9366
3,4280,0.7878
3,4300,0.8041
3,4320,0.9895
3,4340,0.878
3,4360,0.9361
3,4380,0.9359
3,4400,0.963
3,4420,0.9274
3,4440,0.8417
3,4460,0.9469
3,4480,0.6942
3,4500,1.0214
3,4520,0.9258
3,4540,0.8026
3,4560,0.8629
3,4580,0.9871
3,4600,0.9725
3,4620,0.8026
3,4640,1.0135
3,4660,0.9231
3,4680,0.9917
3,4700,0.8962
3,4720,0.9212
3,4740,0.9528
3,4760,1.0246
3,4780,0.7665
3,4800,0.9088
3,4820,0.8568
3,4840,0.9074
3,4860,0.8821
3,4880,0.8264
3,4900,0.9127
3,4920,0.9559
3,4940,0.9278
3,4960,0.7864
3,4980,0.7798
3,5000,0.9723
3,5020,0.7245
3,5040,0.993
3,5060,0.9771
3,5080,0.7775
3,5100,0.9369
3,5120,0.943
3,5140,0.9747
3,5160,0.6869
3,5180,1.0598
3,5200,1.1093
3,5220,0.8463
3,5240,0.838
3,5260,0.824
3,5280,0.9453
3,5300,0.8048
3,5320,0.7482
3,5340,0.8776
3,5360,0.6889
3,5380,0.8469
3,5400,0.6607
3,5420,1.0147
3,5440,0.7829
3,5460,0.8706
3,5480,0.9978
3,5500,0.8937
3,5520,0.9907
3,5540,0.9254
3,5560,0.96
3,5580,0.7783
3,5600,0.9146
3,5620,0.9354
3,5640,0.6862
3,5660,0.8801
3,5680,0.9716
3,5700,0.8015
3,5720,0.9113
3,5740,0.8763
3,5760,0.7743
3,5780,0.7313
3,5800,0.6878
3,5820,0.6606
3,5840,0.876
3,5860,0.8701
3,5880,0.8906
3,5900,0.7111
3,5920,0.9467
3,5940,0.8364
3,5960,1.1536
3,5980,0.7687
3,6000,0.9712
3,6020,1.0093
3,6040,0.879
3,6060,0.9004
3,6080,0.8449
3,6100,0.8082
3,6120,0.988
3,6140,0.894
3,6160,0.7366
3,6180,1.0035
3,6200,0.8423
3,6220,0.7747
3,6240,0.9389
3,6260,0.7113
3,6280,0.923
3,6300,0.7705
3,6320,0.8909
3,6340,0.948
3,6360,0.8214
3,6380,1.0542
3,6400,0.9273
3,6420,0.8056
3,6440,0.8971
3,6460,0.8005
3,6480,0.9475
3,6500,0.8217
3,6520,0.7481
3,6540,1.0202
3,6560,0.9336
3,6580,0.9882
3,6600,0.8253
3,6620,0.9345
3,6640,0.915
3,6660,1.0592
3,6680,0.8958
3,6700,0.9877
3,6720,0.9659
3,6740,0.8796
3,6760,0.8618
3,6780,0.8324
3,6800,0.8701
3,6820,0.9025
3,6840,0.6548
3,6860,0.8001
3,6880,0.7782
3,6900,0.8636
3,6920,0.8856
3,6940,0.8659
3,6960,0.8301
3,6980,0.6531
3,7000,0.8195
3,7020,0.5816
3,7040,0.6612
3,7060,0.8914
3,7080,0.8374
3,7100,0.8169
3,7120,1.0048
3,7140,0.9015
3,7160,1.1852
3,7180,0.7421
3,7200,0.8917
3,7220,0.7078
3,7240,0.7112
3,7260,0.8367
3,7280,0.785
3,7300,0.8132
3,7320,0.9809
3,7340,0.8538
3,7360,0.7377
3,7380,0.8499
3,7400,0.7429
3,7420,0.7968
3,7440,0.7062
3,7460,0.9128
3,7480,0.8276
3,7500,0.9785
